trip_date,payment_type,company,total_trips,total_revenue,total_tips,total_fare
2025-12-31,Cash,Taxicab Insurance Agency Llc,407,8396.86,0.00,7403.91
2025-12-31,Cash,Top Cab,15,310.25,0.00,248.75
2025-12-31,Cash,Transit Administrative Center Inc,624,10519.87,0.00,9294.37
2025-12-31,Cash,U Taxicab,2,29.25,0.00,29.25
2025-12-31,Cash,Wolley Taxi,17,340.25,0.00,310.75
2025-12-31,Credit Card,2733 - 74600 Benny Jona,1,49.25,2.00,42.25
2025-12-31,Credit Card,312 Medallion Management Corp,13,308.00,57.75,232.25
2025-12-31,Credit Card,5 Star Taxi,216,10802.26,1498.18,7862.75
2025-12-31,Credit Card,Blue Ribbon Taxi Association,114,3559.95,547.70,2565.75
2025-12-31,Credit Card,Chicago City Taxi Association,58,1901.01,300.21,1319.75
2025-12-31,Credit Card,Chicago Independents,278,10801.28,1773.98,7383.33
2025-12-31,Credit Card,Chicago Taxicab,12,316.95,58.70,220.25
2025-12-31,Credit Card,Choice Taxi Association Inc,106,2923.62,495.22,2049.75
2025-12-31,Credit Card,City Service,371,13733.50,2138.06,9527.00
2025-12-31,Credit Card,Flash Cab,399,13260.37,1804.86,9801.00
2025-12-31,Credit Card,Globe Taxi,129,4962.21,732.71,3606.25
2025-12-31,Credit Card,Koam Taxi Association,5,60.25,10.00,43.75
2025-12-31,Credit Card,Medallion Leasin,77,2482.33,386.16,1707.67
2025-12-31,Credit Card,Patriot Taxi Dba Peace Taxi Associat,2,26.75,6.00,18.75
2025-12-31,Credit Card,Setare Inc,9,273.32,41.82,188.50
2025-12-31,Credit Card,Star North Taxi Management Llc,2,74.40,12.40,53.00
2025-12-31,Credit Card,Sun Taxi,490,18843.09,3022.98,12636.71
2025-12-31,Credit Card,Tac - American United Dispatch,2,100.31,20.06,72.25
2025-12-31,Credit Card,Tac - Yellow Cab Association,1,29.75,5.00,23.25
2025-12-31,Credit Card,Taxicab Insurance Agency  LLC,52,1358.14,259.62,997.52
2025-12-31,Credit Card,Taxicab Insurance Agency Llc,514,19834.99,3157.08,13799.65
2025-12-31,Credit Card,Top Cab,14,560.28,78.15,408.75
2025-12-31,Credit Card,Transit Administrative Center Inc,1059,29171.56,4001.71,22320.60
2025-12-31,Credit Card,U Taxicab,3,35.25,5.50,23.75
2025-12-31,Credit Card,Wolley Taxi,37,1028.87,173.87,732.50
2025-12-31,Dispute,Chicago City Taxi Association,1,1.02,0.00,0.02
2025-12-31,Dispute,Transit Administrative Center Inc,9,91.75,0.00,91.75
2025-12-31,Mobile,5 Star Taxi,312,5123.98,496.63,4279.22
2025-12-31,Mobile,Blue Ribbon Taxi Association,292,3889.46,289.89,3411.07
2025-12-31,Mobile,Chicago Independents,639,9040.88,704.09,7867.68
2025-12-31,Mobile,Chicago Taxicab,6,203.09,22.83,164.26
2025-12-31,Mobile,Choice Taxi Association Inc,107,1518.61,124.03,1330.08
2025-12-31,Mobile,City Service,819,11808.31,873.29,10389.50
2025-12-31,Mobile,Flash Cab,986,14242.49,986.86,12657.63
2025-12-31,Mobile,Globe Taxi,185,2814.33,194.97,2485.86
2025-12-31,Mobile,Koam Taxi Association,10,153.30,11.38,136.92
2025-12-31,Mobile,Medallion Leasin,151,2501.81,243.42,2143.89
2025-12-31,Mobile,Setare Inc,2,61.02,10.02,39.00
2025-12-31,Mobile,Star North Taxi Management Llc,2,105.86,11.61,85.25
2025-12-31,Mobile,Sun Taxi,769,11256.05,843.26,9811.79
2025-12-31,Mobile,Tac - American United Dispatch,26,478.02,95.33,369.69
2025-12-31,Mobile,Tac - Blue Diamond Dispatch,11,165.45,31.19,128.76
2025-12-31,Mobile,Tac - Checker Cab Dispatch,25,367.69,65.03,290.16
2025-12-31,Mobile,Tac - Yellow Cab Association,215,3686.34,635.76,2943.08
2025-12-31,Mobile,Tac - Yellow Non Color,4,72.58,9.69,60.89
2025-12-31,Mobile,Taxicab Insurance Agency Llc,1004,15854.73,1355.93,13661.52
2025-12-31,Mobile,Top Cab,9,160.74,15.79,140.45
2025-12-31,Mobile,Wolley Taxi,32,331.40,34.99,280.41
2025-12-31,No Charge,Transit Administrative Center Inc,47,1208.25,0.00,1178.25
2025-12-31,Prcard,5 Star Taxi,121,3055.79,1.54,3042.25
2025-12-31,Prcard,Blue Ribbon Taxi Association,44,1245.85,19.10,1225.75
2025-12-31,Prcard,Chicago Independents,25,427.82,0.07,426.75
2025-12-31,Prcard,Choice Taxi Association Inc,3,55.75,0.00,55.75
2025-12-31,Prcard,City Service,57,1532.35,0.00,1520.25
2025-12-31,Prcard,Flash Cab,750,16462.52,83.77,16321.75
2025-12-31,Prcard,Globe Taxi,18,366.07,0.07,365.00
2025-12-31,Prcard,Koam Taxi Association,2,34.25,0.00,34.25
2025-12-31,Prcard,Medallion Leasin,8,192.00,0.00,192.00
2025-12-31,Prcard,Sun Taxi,33,583.86,1.61,574.75
2025-12-31,Prcard,Tac - Yellow Cab Association,6,87.00,2.25,84.75
2025-12-31,Prcard,Taxicab Insurance Agency Llc,70,1164.89,3.14,1159.75
2025-12-31,Unknown,3556 - 36214 RC Andrews Cab,3,54.00,0.00,54.00
2025-12-31,Unknown,5167 - 71969 5167 Taxi Inc,2,24.00,0.00,24.00
2025-12-31,Unknown,Chicago City Taxi Association,5,94.75,0.00,94.75
2025-12-31,Unknown,Choice Taxi Association Inc,7,146.25,0.00,139.25
2025-12-31,Unknown,Taxicab Insurance Agency  LLC,5,86.00,0.00,84.50
2025-12-31,Unknown,Transit Administrative Center Inc,310,7347.50,0.00,7251.50
2026-01-01,Cash,2733 - 74600 Benny Jona,2,91.25,0.00,80.75
2026-01-01,Cash,312 Medallion Management Corp,9,84.50,0.00,81.50
2026-01-01,Cash,5 Star Taxi,103,2824.52,0.00,2476.00
2026-01-01,Cash,5167 - 71969 5167 Taxi Inc,4,184.75,0.00,146.75
2026-01-01,Cash,Blue Ribbon Taxi Association,72,1433.50,0.00,1309.00
2026-01-01,Cash,Chicago City Taxi Association,19,367.50,0.00,297.00
2026-01-01,Cash,Chicago Independents,118,2594.75,0.00,2207.25
2026-01-01,Cash,Chicago Taxicab,4,50.00,0.00,44.50
2026-01-01,Cash,Choice Taxi Association Inc,39,514.76,0.00,446.75
2026-01-01,Cash,City Service,129,2855.75,0.00,2503.25
2026-01-01,Cash,Flash Cab,568,14133.60,0.00,13679.10
2026-01-01,Cash,Globe Taxi,80,1965.50,0.00,1626.00
2026-01-01,Cash,Koam Taxi Association,1,5.50,0.00,5.50
2026-01-01,Cash,Medallion Leasin,57,1054.75,0.00,998.25
2026-01-01,Cash,Patriot Taxi Dba Peace Taxi Associat,2,177.75,0.00,169.75
2026-01-01,Cash,Setare Inc,2,17.25,0.00,15.75
2026-01-01,Cash,Star North Taxi Management Llc,3,105.50,0.00,87.50
2026-01-01,Cash,Sun Taxi,201,4163.25,0.00,3747.00
2026-01-01,Cash,Tac - American United Dispatch,13,3690.75,0.00,3690.75
2026-01-01,Cash,Tac - Blue Diamond Dispatch,1,11.00,0.00,11.00
2026-01-01,Cash,Tac - Checker Cab Dispatch,16,124.76,0.00,124.76
2026-01-01,Cash,Tac - Yellow Cab Association,134,2113.06,0.00,2106.06
2026-01-01,Cash,Tac - Yellow Non Color,3,28.50,0.00,28.50
2026-01-01,Cash,Taxicab Insurance Agency  LLC,26,362.00,0.00,316.50
2026-01-01,Cash,Taxicab Insurance Agency Llc,225,5222.33,0.00,4638.75
2026-01-01,Cash,Top Cab,4,97.75,0.00,87.75
2026-01-01,Cash,Transit Administrative Center Inc,389,8015.71,0.00,6948.21
2026-01-01,Cash,Wolley Taxi,16,387.00,0.00,336.25
2026-01-01,Credit Card,2733 - 74600 Benny Jona,1,51.25,7.00,39.25
2026-01-01,Credit Card,312 Medallion Management Corp,12,212.73,28.48,170.75
2026-01-01,Credit Card,5 Star Taxi,227,12522.78,1766.04,8859.89
2026-01-01,Credit Card,Blue Ribbon Taxi Association,72,2939.21,357.94,2021.50
2026-01-01,Credit Card,Chicago City Taxi Association,32,1268.62,191.37,825.75
2026-01-01,Credit Card,Chicago Independents,224,10794.79,1628.93,7543.70
2026-01-01,Credit Card,Chicago Taxicab,5,226.45,41.45,164.50
2026-01-01,Credit Card,Choice Taxi Association Inc,45,1649.29,285.68,1135.11
2026-01-01,Credit Card,City Service,288,13485.51,1945.52,9618.50
2026-01-01,Credit Card,Flash Cab,402,15641.77,2204.52,11239.75
2026-01-01,Credit Card,Globe Taxi,104,5048.60,742.58,3578.50
2026-01-01,Credit Card,Koam Taxi Association,3,32.25,7.00,23.75
2026-01-01,Credit Card,Medallion Leasin,56,2075.10,304.64,1490.96
2026-01-01,Credit Card,Patriot Taxi Dba Peace Taxi Associat,1,45.00,7.50,33.00
2026-01-01,Credit Card,Setare Inc,7,230.32,34.57,154.75
2026-01-01,Credit Card,Star North Taxi Management Llc,4,287.50,48.25,177.25
2026-01-01,Credit Card,Sun Taxi,426,18755.19,2839.84,12917.14
2026-01-01,Credit Card,Tac - American United Dispatch,2,94.80,15.80,73.50
2026-01-01,Credit Card,Tac - Yellow Cab Association,4,135.81,25.81,82.00
2026-01-01,Credit Card,Taxicab Insurance Agency  LLC,38,1306.45,271.25,937.20
2026-01-01,Credit Card,Taxicab Insurance Agency Llc,422,19346.13,2762.24,13792.36
2026-01-01,Credit Card,Top Cab,10,571.46,86.71,450.75
2026-01-01,Credit Card,Transit Administrative Center Inc,734,21113.89,2698.20,16343.24
2026-01-01,Credit Card,Wolley Taxi,26,953.34,128.84,633.50
2026-01-01,Dispute,Chicago City Taxi Association,1,3.25,0.00,3.25
2026-01-01,Dispute,Transit Administrative Center Inc,4,107.00,0.00,94.50
2026-01-01,Mobile,5 Star Taxi,268,4935.30,474.90,4143.16
2026-01-01,Mobile,Blue Ribbon Taxi Association,209,3167.51,178.97,2852.04
2026-01-01,Mobile,Chicago Independents,463,6959.28,493.70,6131.08
2026-01-01,Mobile,Chicago Taxicab,9,266.42,23.53,223.39
2026-01-01,Mobile,Choice Taxi Association Inc,86,1244.97,54.30,1143.67
2026-01-01,Mobile,City Service,591,9611.69,652.00,8498.69
2026-01-01,Mobile,Flash Cab,1142,16776.29,1180.48,14828.30
2026-01-01,Mobile,Globe Taxi,170,2896.09,230.73,2540.36
2026-01-01,Mobile,Koam Taxi Association,5,65.40,0.00,62.90
2026-01-01,Mobile,Medallion Leasin,111,2162.71,230.20,1843.01
2026-01-01,Mobile,Setare Inc,1,60.00,10.00,38.50
2026-01-01,Mobile,Star North Taxi Management Llc,4,202.12,40.00,146.12
2026-01-01,Mobile,Sun Taxi,812,12966.89,1065.14,11220.75
2026-01-01,Mobile,Tac - American United Dispatch,17,314.03,64.27,241.26
2026-01-01,Mobile,Tac - Blue Diamond Dispatch,3,74.29,10.30,62.49
2026-01-01,Mobile,Tac - Checker Cab Dispatch,21,373.54,66.74,296.30
2026-01-01,Mobile,Tac - Yellow Cab Association,131,2583.12,435.39,2080.28
2026-01-01,Mobile,Tac - Yellow Non Color,1,17.09,3.58,13.01
2026-01-01,Mobile,Taxicab Insurance Agency Llc,596,10522.63,902.79,8956.84
2026-01-01,Mobile,Top Cab,2,133.16,13.85,92.31
2026-01-01,Mobile,Wolley Taxi,57,1011.83,66.97,899.36
2026-01-01,No Charge,Transit Administrative Center Inc,20,571.50,0.00,499.50
2026-01-01,Prcard,5 Star Taxi,64,1963.69,0.07,1955.50
2026-01-01,Prcard,Blue Ribbon Taxi Association,22,619.85,11.85,608.00
2026-01-01,Prcard,Chicago Independents,20,396.75,0.00,396.75
2026-01-01,Prcard,City Service,32,905.81,10.31,895.50
2026-01-01,Prcard,Flash Cab,437,10295.96,19.96,10228.00
2026-01-01,Prcard,Globe Taxi,11,326.50,0.00,322.50
2026-01-01,Prcard,Koam Taxi Association,3,51.75,0.00,51.75
2026-01-01,Prcard,Medallion Leasin,5,42.25,0.00,42.25
2026-01-01,Prcard,Sun Taxi,27,559.94,0.44,555.50
2026-01-01,Prcard,Tac - Yellow Cab Association,3,80.00,0.00,79.00
2026-01-01,Prcard,Taxicab Insurance Agency Llc,54,1047.75,0.00,1044.75
2026-01-01,Unknown,5167 - 71969 5167 Taxi Inc,2,21.25,0.00,21.25
2026-01-01,Unknown,Chicago City Taxi Association,1,16.25,0.00,16.25
2026-01-01,Unknown,Choice Taxi Association Inc,7,146.50,0.00,138.50
2026-01-01,Unknown,Taxicab Insurance Agency  LLC,1,18.50,0.00,18.50
2026-01-01,Unknown,Transit Administrative Center Inc,205,5366.25,0.00,5268.25
2026-01-02,Cash,2733 - 74600 Benny Jona,4,15.00,0.00,13.50
2026-01-02,Cash,312 Medallion Management Corp,2,51.50,0.00,47.50
2026-01-02,Cash,5 Star Taxi,168,4060.86,0.00,3581.95
2026-01-02,Cash,5167 - 71969 5167 Taxi Inc,2,14.00,0.00,14.00
2026-01-02,Cash,Blue Ribbon Taxi Association,99,1877.50,0.00,1773.00
2026-01-02,Cash,Chicago City Taxi Association,56,789.25,0.00,692.25
2026-01-02,Cash,Chicago Independents,179,3821.90,0.00,3381.40
2026-01-02,Cash,Chicago Taxicab,5,94.75,0.00,80.25
2026-01-02,Cash,Choice Taxi Association Inc,64,860.50,0.00,800.00
2026-01-02,Cash,City Service,212,3568.50,0.00,3219.00
2026-01-02,Cash,Flash Cab,923,25230.11,0.00,24642.04
2026-01-02,Cash,Globe Taxi,84,1626.94,0.00,1407.75
2026-01-02,Cash,Koam Taxi Association,3,16.75,0.00,15.75
2026-01-02,Cash,Medallion Leasin,58,930.50,0.00,798.50
2026-01-02,Cash,Patriot Taxi Dba Peace Taxi Associat,2,69.00,0.00,61.00
2026-01-02,Cash,Setare Inc,1,58.75,0.00,36.25
2026-01-02,Cash,Star North Taxi Management Llc,1,43.50,0.00,36.00
2026-01-02,Cash,Sun Taxi,244,4962.12,0.00,4392.50
2026-01-02,Cash,Tac - American United Dispatch,24,6020.00,0.00,6020.00
2026-01-02,Cash,Tac - Blue Diamond Dispatch,4,42.87,0.00,42.87
2026-01-02,Cash,Tac - Checker Cab Dispatch,26,2131.50,0.00,2129.00
2026-01-02,Cash,Tac - Yellow Cab Association,185,5091.04,0.00,5083.54
2026-01-02,Cash,Tac - Yellow Non Color,9,79.00,0.00,79.00
2026-01-02,Cash,Taxicab Insurance Agency  LLC,44,671.25,0.00,570.25
2026-01-02,Cash,Taxicab Insurance Agency Llc,381,7705.02,0.00,6796.75
2026-01-02,Cash,Top Cab,9,79.00,0.00,79.00
2026-01-02,Cash,Transit Administrative Center Inc,614,11091.83,0.00,9857.33
2026-01-02,Cash,U Taxicab,2,16.25,0.00,16.25
2026-01-02,Cash,Wolley Taxi,21,387.50,0.00,318.25
2026-01-02,Credit Card,2733 - 74600 Benny Jona,3,180.40,13.40,121.00
2026-01-02,Credit Card,312 Medallion Management Corp,8,275.10,35.35,213.75
2026-01-02,Credit Card,5 Star Taxi,187,9351.75,1309.29,6669.25
2026-01-02,Credit Card,Blue Ribbon Taxi Association,113,3387.14,503.80,2540.25
2026-01-02,Credit Card,Chicago City Taxi Association,61,1769.38,329.38,1241.00
2026-01-02,Credit Card,Chicago Independents,290,13516.85,2021.96,9628.00
2026-01-02,Credit Card,Chicago Taxicab,10,431.04,63.79,311.75
2026-01-02,Credit Card,Choice Taxi Association Inc,103,3255.41,512.16,2189.25
2026-01-02,Credit Card,City Service,358,14228.75,2239.25,9816.00
2026-01-02,Credit Card,Flash Cab,382,13151.50,1900.00,9431.25
2026-01-02,Credit Card,Globe Taxi,128,5515.82,836.32,4000.50
2026-01-02,Credit Card,Koam Taxi Association,6,106.44,18.94,80.50
2026-01-02,Credit Card,Medallion Leasin,73,2682.65,354.90,1922.25
2026-01-02,Credit Card,Patriot Taxi Dba Peace Taxi Associat,2,74.99,13.74,51.25
2026-01-02,Credit Card,Setare Inc,7,344.10,63.10,213.00
2026-01-02,Credit Card,Star North Taxi Management Llc,7,292.99,49.99,172.50
2026-01-02,Credit Card,Sun Taxi,466,21273.90,3298.61,14663.00
2026-01-02,Credit Card,Tac - American United Dispatch,1,60.00,10.00,44.50
2026-01-02,Credit Card,Tac - Yellow Cab Association,4,38.25,10.00,23.75
2026-01-02,Credit Card,Taxicab Insurance Agency  LLC,58,1813.05,291.10,1304.45
2026-01-02,Credit Card,Taxicab Insurance Agency Llc,578,24335.06,3817.49,17037.83
2026-01-02,Credit Card,Top Cab,14,543.85,83.60,401.25
2026-01-02,Credit Card,Transit Administrative Center Inc,754,25668.07,3691.04,18963.33
2026-01-02,Credit Card,U Taxicab,4,137.15,14.40,110.75
2026-01-02,Credit Card,Wolley Taxi,31,1465.98,155.23,960.75
2026-01-02,Dispute,Chicago City Taxi Association,2,55.50,0.00,47.50
2026-01-02,Dispute,Choice Taxi Association Inc,2,40.25,0.00,33.25
2026-01-02,Dispute,Transit Administrative Center Inc,4,120.25,0.00,116.25
2026-01-02,Mobile,5 Star Taxi,194,3736.20,434.00,3006.70
2026-01-02,Mobile,Blue Ribbon Taxi Association,164,2337.35,211.66,2002.69
2026-01-02,Mobile,Chicago Independents,327,5619.20,581.55,4684.15
2026-01-02,Mobile,Chicago Taxicab,4,103.91,9.42,81.99
2026-01-02,Mobile,Choice Taxi Association Inc,66,1119.08,118.48,932.10
2026-01-02,Mobile,City Service,425,6784.96,665.99,5729.97
2026-01-02,Mobile,Flash Cab,530,8652.96,916.99,7276.97
2026-01-02,Mobile,Globe Taxi,153,2501.13,252.16,2096.47
2026-01-02,Mobile,Koam Taxi Association,6,91.26,8.89,79.37
2026-01-02,Mobile,Medallion Leasin,79,1176.78,104.63,1011.65
2026-01-02,Mobile,Sun Taxi,471,7876.47,815.42,6545.25
2026-01-02,Mobile,Tac - American United Dispatch,4,92.47,12.67,77.80
2026-01-02,Mobile,Tac - Blue Diamond Dispatch,4,69.40,13.40,54.00
2026-01-02,Mobile,Tac - Checker Cab Dispatch,17,303.55,49.17,245.88
2026-01-02,Mobile,Tac - Yellow Cab Association,128,2340.75,401.80,1874.95
2026-01-02,Mobile,Tac - Yellow Non Color,1,13.80,2.80,10.50
2026-01-02,Mobile,Taxicab Insurance Agency Llc,606,10465.03,1067.15,8619.13
2026-01-02,Mobile,Top Cab,3,142.30,21.10,81.70
2026-01-02,Mobile,Wolley Taxi,18,339.78,21.10,283.68
2026-01-02,No Charge,Chicago City Taxi Association,2,13.00,0.00,13.00
2026-01-02,No Charge,Transit Administrative Center Inc,52,638.25,0.00,567.25
2026-01-02,Prcard,5 Star Taxi,135,3621.71,10.21,3597.50
2026-01-02,Prcard,Blue Ribbon Taxi Association,45,1348.85,12.35,1331.50
2026-01-02,Prcard,Chicago Independents,50,807.50,0.00,804.50
2026-01-02,Prcard,Choice Taxi Association Inc,2,24.25,0.00,24.25
2026-01-02,Prcard,City Service,61,1728.95,2.70,1725.25
2026-01-02,Prcard,Flash Cab,881,20341.83,99.07,20179.75
2026-01-02,Prcard,Globe Taxi,15,450.75,0.00,450.75
2026-01-02,Prcard,Koam Taxi Association,3,52.25,0.00,52.25
2026-01-02,Prcard,Medallion Leasin,6,85.50,0.00,85.50
2026-01-02,Prcard,Star North Taxi Management Llc,1,57.50,0.00,49.00
2026-01-02,Prcard,Sun Taxi,48,890.47,5.22,885.25
2026-01-02,Prcard,Tac - Yellow Cab Association,4,109.50,0.00,109.50
2026-01-02,Prcard,Taxicab Insurance Agency Llc,91,1633.79,18.54,1582.25
2026-01-02,Unknown,2733 - 74600 Benny Jona,1,4.75,0.00,4.25
2026-01-02,Unknown,5167 - 71969 5167 Taxi Inc,4,42.75,0.00,42.75
2026-01-02,Unknown,Chicago City Taxi Association,9,274.25,0.00,269.25
2026-01-02,Unknown,Choice Taxi Association Inc,8,198.00,0.00,194.00
2026-01-02,Unknown,Transit Administrative Center Inc,387,10019.33,0.08,9925.25
2026-01-03,Cash,312 Medallion Management Corp,4,30.25,0.00,30.25
2026-01-03,Cash,5 Star Taxi,135,3602.26,0.00,3218.00
2026-01-03,Cash,5167 - 71969 5167 Taxi Inc,4,147.75,0.00,117.75
2026-01-03,Cash,Blue Ribbon Taxi Association,104,2246.75,0.00,1941.50
2026-01-03,Cash,Chicago City Taxi Association,29,482.00,0.00,465.50
2026-01-03,Cash,Chicago Independents,139,3507.55,0.00,2967.50
2026-01-03,Cash,Chicago Taxicab,19,178.75,0.00,164.25
2026-01-03,Cash,Choice Taxi Association Inc,35,541.00,0.00,493.75
2026-01-03,Cash,City Service,177,3718.15,0.00,3204.25
2026-01-03,Cash,Flash Cab,647,17843.01,0.00,17323.26
2026-01-03,Cash,Globe Taxi,56,1239.25,0.00,1057.25
2026-01-03,Cash,Medallion Leasin,40,780.75,0.00,737.75
2026-01-03,Cash,Patriot Taxi Dba Peace Taxi Associat,3,47.25,0.00,42.25
2026-01-03,Cash,Setare Inc,2,81.75,0.00,66.25
2026-01-03,Cash,Star North Taxi Management Llc,3,170.50,0.00,147.50
2026-01-03,Cash,Sun Taxi,182,3689.11,0.00,3149.25
2026-01-03,Cash,Tac - American United Dispatch,8,1971.00,0.00,1971.00
2026-01-03,Cash,Tac - Checker Cab Dispatch,22,120.00,0.00,120.00
2026-01-03,Cash,Tac - Yellow Cab Association,141,1195.04,0.00,1195.04
2026-01-03,Cash,Tac - Yellow Non Color,3,27.00,0.00,27.00
2026-01-03,Cash,Taxicab Insurance Agency  LLC,38,669.50,0.00,616.00
2026-01-03,Cash,Taxicab Insurance Agency Llc,244,6340.15,0.00,5567.00
2026-01-03,Cash,Top Cab,4,35.50,0.00,35.50
2026-01-03,Cash,Transit Administrative Center Inc,498,10038.98,0.00,8994.48
2026-01-03,Cash,Wolley Taxi,13,328.00,0.00,299.00
2026-01-03,Credit Card,2733 - 74600 Benny Jona,6,296.40,52.40,211.00
2026-01-03,Credit Card,312 Medallion Management Corp,8,297.60,30.10,217.50
2026-01-03,Credit Card,5 Star Taxi,226,12014.68,1779.48,8882.48
2026-01-03,Credit Card,5167 - 71969 5167 Taxi Inc,1,51.60,8.60,38.00
2026-01-03,Credit Card,Blue Ribbon Taxi Association,104,3916.03,599.86,2764.25
2026-01-03,Credit Card,Chicago City Taxi Association,55,2487.35,342.35,1763.00
2026-01-03,Credit Card,Chicago Independents,285,14040.59,2072.00,9892.50
2026-01-03,Credit Card,Chicago Taxicab,12,664.63,79.88,458.75
2026-01-03,Credit Card,Choice Taxi Association Inc,71,2896.77,460.75,2134.70
2026-01-03,Credit Card,City Service,333,14965.68,2324.39,10566.25
2026-01-03,Credit Card,Flash Cab,404,15200.87,2243.77,11066.00
2026-01-03,Credit Card,Globe Taxi,115,5168.50,789.10,3644.75
2026-01-03,Credit Card,Koam Taxi Association,3,71.92,7.92,55.00
2026-01-03,Credit Card,Medallion Leasin,77,3285.88,508.65,2238.75
2026-01-03,Credit Card,Patriot Taxi Dba Peace Taxi Associat,3,129.00,21.50,93.00
2026-01-03,Credit Card,Setare Inc,6,270.90,37.65,199.25
2026-01-03,Credit Card,Star North Taxi Management Llc,5,268.05,43.30,200.75
2026-01-03,Credit Card,Sun Taxi,396,19047.29,2915.32,13528.00
2026-01-03,Credit Card,Taxicab Insurance Agency  LLC,41,1829.28,284.53,1261.50
2026-01-03,Credit Card,Taxicab Insurance Agency Llc,498,23921.78,3552.12,16805.75
2026-01-03,Credit Card,Top Cab,9,338.49,54.24,236.75
2026-01-03,Credit Card,Transit Administrative Center Inc,718,26440.85,3812.73,19461.42
2026-01-03,Credit Card,U Taxicab,1,50.80,8.55,37.25
2026-01-03,Credit Card,Wolley Taxi,23,943.10,138.35,690.25
2026-01-03,Dispute,Chicago City Taxi Association,1,34.50,0.00,30.00
2026-01-03,Dispute,Choice Taxi Association Inc,1,21.50,0.00,21.50
2026-01-03,Dispute,Transit Administrative Center Inc,4,76.00,0.00,69.50
2026-01-03,Mobile,5 Star Taxi,207,3829.05,369.37,3149.23
2026-01-03,Mobile,Blue Ribbon Taxi Association,159,2192.94,174.64,1911.80
2026-01-03,Mobile,Chicago Independents,295,4942.08,428.05,4185.53
2026-01-03,Mobile,Chicago Taxicab,11,203.10,9.10,180.50
2026-01-03,Mobile,Choice Taxi Association Inc,53,769.27,70.13,663.64
2026-01-03,Mobile,City Service,476,7706.69,691.48,6556.21
2026-01-03,Mobile,Flash Cab,620,9421.45,830.19,7980.31
2026-01-03,Mobile,Globe Taxi,122,2187.74,211.56,1828.68
2026-01-03,Mobile,Koam Taxi Association,11,199.80,16.85,173.45
2026-01-03,Mobile,Medallion Leasin,79,1150.45,106.89,976.06
2026-01-03,Mobile,Star North Taxi Management Llc,2,67.48,7.91,54.57
2026-01-03,Mobile,Sun Taxi,425,7603.89,802.46,6279.46
2026-01-03,Mobile,Tac - American United Dispatch,5,92.38,21.31,68.57
2026-01-03,Mobile,Tac - Blue Diamond Dispatch,2,26.60,5.81,19.79
2026-01-03,Mobile,Tac - Checker Cab Dispatch,21,361.83,74.01,277.32
2026-01-03,Mobile,Tac - Yellow Cab Association,115,1875.22,323.92,1493.80
2026-01-03,Mobile,Taxicab Insurance Agency Llc,545,9462.33,959.12,7874.81
2026-01-03,Mobile,Top Cab,5,122.73,16.40,98.83
2026-01-03,Mobile,Wolley Taxi,28,511.73,55.92,418.81
2026-01-03,No Charge,Chicago City Taxi Association,1,3.25,0.00,3.25
2026-01-03,No Charge,Transit Administrative Center Inc,34,619.75,0.00,582.25
2026-01-03,Prcard,5 Star Taxi,107,2953.32,0.07,2949.25
2026-01-03,Prcard,Blue Ribbon Taxi Association,55,1596.75,0.00,1596.75
2026-01-03,Prcard,Chicago Independents,38,630.00,0.00,628.50
2026-01-03,Prcard,Choice Taxi Association Inc,3,64.25,0.00,64.25
2026-01-03,Prcard,City Service,80,2338.50,0.00,2336.00
2026-01-03,Prcard,Flash Cab,708,17292.80,53.55,17218.25
2026-01-03,Prcard,Globe Taxi,23,661.75,0.00,661.75
2026-01-03,Prcard,Medallion Leasin,3,34.50,0.00,34.50
2026-01-03,Prcard,Sun Taxi,34,735.00,2.00,730.50
2026-01-03,Prcard,Taxicab Insurance Agency Llc,64,1173.20,3.70,1148.50
2026-01-03,Prcard,Wolley Taxi,1,5.25,0.00,5.25
2026-01-03,Unknown,5167 - 71969 5167 Taxi Inc,2,18.50,0.00,18.50
2026-01-03,Unknown,Chicago City Taxi Association,3,77.75,0.00,77.75
2026-01-03,Unknown,Choice Taxi Association Inc,6,152.00,0.00,146.00
2026-01-03,Unknown,Taxicab Insurance Agency  LLC,4,76.50,0.00,73.50
2026-01-03,Unknown,Transit Administrative Center Inc,283,7399.50,0.00,7323.00
2026-01-04,Cash,2733 - 74600 Benny Jona,1,48.00,0.00,43.00
2026-01-04,Cash,5 Star Taxi,138,4124.35,0.00,3507.12
2026-01-04,Cash,5167 - 71969 5167 Taxi Inc,6,252.00,0.00,205.00
2026-01-04,Cash,Blue Ribbon Taxi Association,77,1485.50,0.00,1359.00
2026-01-04,Cash,Chicago City Taxi Association,23,373.00,0.00,349.00
2026-01-04,Cash,Chicago Independents,123,4021.20,0.00,3349.80
2026-01-04,Cash,Chicago Taxicab,7,111.00,0.00,99.00
2026-01-04,Cash,Choice Taxi Association Inc,27,612.75,0.00,552.75
2026-01-04,Cash,City Service,170,4363.87,0.00,3659.00
2026-01-04,Cash,Flash Cab,712,23090.21,0.00,22378.46
2026-01-04,Cash,Globe Taxi,74,1880.66,0.00,1574.78
2026-01-04,Cash,Koam Taxi Association,3,24.25,0.00,21.75
2026-01-04,Cash,Medallion Leasin,50,1049.75,0.00,969.75
2026-01-04,Cash,Patriot Taxi Dba Peace Taxi Associat,3,139.75,0.00,126.75
2026-01-04,Cash,Setare Inc,2,55.75,0.00,51.75
